,polarity,comment
15762,-1,You know 12M dislikes proves that many people on Earth have hearing problems
15763,-1,Why doesn't this sound as bad as it did back then?
15764,1,let's make 20 million likes
15765,1,wow what a surprising 12 million dislikes
15766,1,Wow so nice
15767,1,Seeing Drake haha
15768,0,Who is listening this song after 11years
15769,0,12M Unlike
15770,0,2021
15771,-1,WTF NOOOOOOOO
15772,0,"2,600,090,000 views!!!"
15773,1,I LOVE YOU
15774,0,This Would be in My Heart Forever
15775,1,i just need the girl name she had this song i liked and i can't remember her name.
15776,0,After 11 years I just found out drake is in the music video
15777,0,he was so young
15778,0,November 2021any??
15779,-1,Why  12 million dislikes
15780,0,sino pilipino dito
15781,0,who's still watching?
15782,0,October 2021
15783,-1,When the hell did this song start to get likes?
15784,1,Funny
15785,1,2010: baby baby baby2015: sorry sorry sorry2020: yummy yummy yummy
15786,0,Alguien latino aqu?
15787,0,Drake just chillin 1:12
15788,0,@ 1:15 . DRAKE?????
15789,1,Congratulations to got 2.6 billion viewes on you tube today
15790,-1,Had to say the only one video in yt that have 12 m dislikes  in history and no one can beat it  Baby song was a legend
15791,1,Pov:  its october 2021 but you still listen to this masterpiece
15792,1,Nice song
15793,1,Honestly how does this kid have 2 billion Jesus Christ on the video
15794,0,I didnt know drake was in this video
15795,0,Si car es coche y Men es hombre entonces mi ta Carmen es un transformer
15796,0,La mejor msica de este tipo Saludos desde Paraguay a todos
15797,-1,WHY DISLIKE
15798,0,Continua ruim!
15799,1,"1:14 Hahaha, Drake"
15800,0,Baby
15801,-1,On fire
15802,0,January 2022? Anyone?
15803,0,anyone listening on november 2021
15804,0,babi babi babi
15805,-1,escuto essa quando lembro da morena :(
15806,-1,I killed a man and buried it under my dead dogs corpse while i was sleeping next to my imaginary unicorn while i was dreaming
15807,0,anyone in october 2021
15808,0,Drake 1:15
15809,0,you are from 2010
15810,0,2.6 Billion is Coming
15811,0,el peor video
15812,0,Squid game
15813,0,"poca que ramos felizes, e nem sabamos"
15814,0,Todays this song listening 2021
15815,1,"It's OCTOBER 2021, let's see how many legends are still listening to this masterpiece!"
15816,1,"If you want to live a happy life, tie it to a goal, not to people or things."
15817,-1,I came back after all these years to switch my dislike to a like.
15818,-1,damn the dislikes jeez
15819,1,Day 151 of watching 'Justin Bieber - Baby' for a decade straight!
15820,-1,Wow whatever barbershop he goes to really fucked him up in this video
15821,0,So many boos
15822,1,This song is well balanced in terms of likes and dislikes.
15823,-1,T eres mo.  mi gato por favor que no me la rob
15824,0,My ears pour blood I cant heard anything
15825,1,WELCOME BACK TO ANOTHER TOP TEN.TODAY WE'LL BE TALKING ABOUT THE TOP TEN CRINGEY SONGS AND NUMBER ONE GORS TO BAVY BY JUSTIN .
15826,-1,how this shit got more likes?
15827,0,Melhor msica de todas
15828,-1,Extrao stos tiempos :(
15829,0,Baby baby baby baby on baby baby baby baby on kkkkkkkkkkkkkk
15830,1,I remember dancing on top of a chair lol
15831,0,Pura caca!
15832,0,October 2021
15833,-1,Remove these dislikes no cap
15834,0,"GUYS HE IS NOT MARRIED, ITS JUST AN ACTING VIDEO"
15835,0,Lindo
15836,0,o o
15837,-1,It's been 12 year's and we still keep going back to this masterpieceAlso I miss the old times
15838,1,Can't you guys just admit this is cringe.
15839,0,Tem algum brasileiro ai ???
15840,0,I hear this Song with 7 years
15841,0,Algum em 2021 aqui????Mano essa msica----
15842,0,Desmond dennis songs are a songs boy and Justin brown
15843,0,Lindo
15844,0,My song
15845,-1,My stupid a$$ friends sent this song knowing damn well i hate it....
15846,0,Me trae recuerdos sobre mi infanciaa &lt;3 alguien 2021?
15847,0,Baby ohhhhhh
15848,1,Like !!!!
15849,0,Why luda why did you have to be in this song
15850,0,October 2021 anyone?
15851,1,I love you JB
15852,-1,"Can anyone believe it that the likes are more then the dislikes? Damn, 10 whole years."
15853,-1,Most annoying song ever
15854,-1,Ass
15855,0,Ur on crack
15856,0,Where the FK is drake in this music vid ????
15857,0,November 2021 ?
15858,1,PLEASE
15859,0,October 2021
15860,0,br?????
15861,0,BaybLove From South Africa
15862,1,Justen I love u your my idiol
15863,0,The Wanted INtervlew POP Corn pop THE WANTED
15864,0,Remembered me of my high school days
15865,1,You sound like a girl idk but I hear you as a girl
15866,0,1:14 Drake ?
15867,0,You're younger!
15868,1,Who is missing those glorious childhood memories
15869,1,The an got 19 millon likes and 12 millon dislikes
15870,1,I like bass fishing but I like Justin Bieber more than that
15871,0,11 years ago! But it's still famous
15872,0,October 2021?
15873,0,Who else noticed Drake
15874,1,He is looking so cute
15875,0,2.6b soon
15876,1,Wow what a cute sing
15877,-1,I was 14 years and I remember how much I cried every time I saw a new JB's MV
15878,0,Let get to 2.6B
15879,1,"Dang interesting song, I see this kid doing great things"
15880,1,Who re still listen this music on nov2021 we re friends.
15881,0,"2,6B views!!!!"
15882,0,I'm from 2021
15883,0,11lat tm
15884,0,Oooooooo
15885,0,Baby baby baby ohh
15886,1,it is very nice this song the boy is it a good boy i like this song
15887,1,"Don't worry, you ain't the only one who is rewatching old Justin Bieber songs"
15888,0,pura mierda
15889,0,2021 who else is watching this baby
15890,0,October 2021 anyone?
15891,0,Why this song have 12M unlike
15892,-1,How u can do dislike
15893,0,Legendary!
15894,0,October 2021 anyone
15895,0,1:44
15896,0,november 2021 anyone ?
15897,1,me and my friends scream this song on the bus
15898,-1,Why 12 mil dislikes
15899,1,I realy Love this song it's amazing song I Love this song sosososososo much
15900,-1,You sing this song for Salena Gomez and you had missed her
15901,0,0:45
15902,1,A handsome charismatic teen idol.
15903,1,Don't worry you're not the only one listening this masterpiece in 2021.
15904,1,"I had just gotten my very first car when this song came out on the radio. I told my buddies that 'she' sounded great...so they said it was Justin Bieber. :'D Btw I'm not a huge fan of his, but the dude's got some serious talent gotta give him that."
15905,0,It zo crwezi
15906,0,HOLYSPIRIT OF DIPESH PARICHHA IS LIGHT
15907,0,Legends come here. After 11 years
15908,1,I love Justin Bieber
15909,0,Oh baby baby baby oh
15910,1,I love this song
15911,0,Let's see how many of here in NOVEMBER 2021
15912,0,nobody talkin about how Drake just chillin there at 1:14
15913,1,"Hello i,m indonesian i,m love justin bieber"
15914,0,OMG
15915,0,Bruh was that Drake?
15916,1,Rodrick did it better
15917,1,Nice
15918,0,Hi
15919,0,Viewer of 2022
15920,0,Baby shark tudurudu
15921,1,"These were simpler times, coming home every day with my girlfriend in the 5th grade and playing Kinect on my Xbox 360"
15922,1,BABY BABY BABY OHH LIKE BABY BABY BABY OHH LIKE
15923,1,i like only listen to justins earlier songs
15924,-1,It's crazy how this man is know way older and before this song had so many dislikes then the likes!
15925,0,24 - 11 - 21
15926,1,Super
15927,1,I love this song
15928,1,"Well , We miss this Justin Bieber"
15929,0,Who's listening in 2030?Miss this younger JB without tattoos.
15930,0,I wonder what the people that were in the music video are doing now...
15931,0,Still people are watching this video
15932,0,October 2021
15933,1,Lovely song nice
15934,0,Very nise
15935,1,My best song thank you
15936,1,I want to become singer my age is 14 but my parents says me to become a cook or computer engineer but my interest is in singing
15937,1,Yes
15938,1,"It's October 2021, Let's See how many legends are listening to this masterpiece."
15939,0,Oi
15940,0,I'm alllll time your song sone
15941,1,What is the reason of 12 million dis likes
15942,-1,Woah 12 mil Dislikes Man They Really hate jb hahahaha
15943,0,Watching 24.10.2021From abudhabi I Airport
15944,0,dood 12mdislikes tf IMPOSSIBLE
15945,1,@Saleena chhetri I'm leaving this message that I always loved you moreee its unexplainable anyways saleena chhetri is my English teacher she's 21 I'm 12 year old girl this is not easy to explain my love thanks for always here. My first love  hope you see this message anyday.
15946,0,Who Is Listening in 2021
15947,1,Love It
15948,1,i lost My first love
15949,0,Oktober 2021 anyone?
15950,1,when did he want to go to warlol
15951,0,"2,6B ?"
15952,-1,Ohh crazy man this song is going to hit 2.6 billion views guys
15953,0,2010 Me 2021
15954,0,11 year ago he is my old
15955,0,Your mother
15956,1,i fell jb is better at 2010 when i was born then now LOL #JB2010
15957,0,this song old 11 years
15958,1,Haha
15959,1,2010 best song ever 2011 bruh cool
15960,1,2010 this is great
15961,0,October 2021anyone?
15962,0,4.7M comments
15963,0,Nov 2021? My bday is nov29
15964,1,I love  that  song
15965,0,2021
15966,1,I love  you are from nice to see send me the world
15967,1,Love uu
15968,1,Very very very nice song
15969,1,Salut c'est juste pour te dire que ta chanson elle est super.
15970,0,Omg did y'all notice Drake at 1:14?
15971,1,Very very nice song
15972,-1,Bro.. the dislikes what the hell
15973,0,2021 &lt;3
15974,0,This song will represent 21st Century to the aliens out there
15975,0,this song is legendary
15976,1,Justin Fever is the best Beaver is the best youtuberyoutuber
15977,0,"puts, que cheirinho ruim"
15978,0,Me too know what you think
15979,-1,Closer song has 2.7 billion view but dislike is 500k and this song view 2.5 but dislike 12 million
15980,1,Omg.....so i am not alone in 2021 watching this...pwr
15981,0,legends are watching in end of 2021
15982,0,October 2021 anyone?
15983,1,lmao me and my friend ssing this in class
15984,0,"October 2021,Lets see how many ppl are listening this iconic song"
15985,1,wow i cant believe that this song has 12 million dislikes  r u serious
15986,0,Let's see How many people watch this song from INDIA
15987,1,Still good
15988,0,2.5B2.6B
15989,1,Wow I like your song
15990,1,Amazing song
15991,-1,Why there are dislikes
15992,0,Anyone as November 2021
15993,0,2021
15994,0,2021
15995,1,i love you
15996,0,October 2021 ?
15997,1,I like the video I buy any thing  I like baby part oh my god  Justin Bieber I love you
15998,-1,Okay youtube decided to but this on my recommended at oct 24 2021. Don't know why but okay Justin go head and say ur shit
15999,0,Justin Ac Biber
16000,1,Chat is still active in 2021 like after 11 years bro are u serious
16001,1,He  is   so   cute
16002,0,aea
16003,1,He is so funny
16004,0,October 24 2021 anyone
16005,0,Justin chettan uyir
16006,0,Are you here in 2021 still
16007,-1,WTF IS THIS? THIS SUCKS!!
16008,0,Oct 2021 anyone?
16009,0,October 2021 anybody???
16010,0,2021
16011,1,Justinin zamanlar ok gzeldi
16012,0,October 2021
16013,0,cheki YouTube yc mbeya kicheche subscribe
16014,1,2021 still one my fav ! songJustin Bieber I'm sure one day I'm goona meet  you That's my promise.GODLOVE YOU  INFINITYMAY ALL RELIGIONS BLESS YOU ..TAKE CARELOVE FORM NEPAL THIS SONGS REMIND MY BACK LOVE  AND MY CHILD MEMO
16015,0,Part of me expected this to be the only Justin Bieber song in existence
16016,0,October 2021 anybody listening?
16017,1,Nice song
16018,0,October 2021 anyone here
16019,1,This is one of the best song in my favorite song.
16020,-1,12m dislike
16021,0,And the cringe returns
16022,0,2021
16023,0,October 2021 any one
16024,1,"it's October 2021, and i'm listening to this song for the first time. I know I'm too late , but honestly it's just amazing"
16025,0,1
16026,0,2.6 billion soon
16027,0,Listening in 2021
16028,0,October 2021 anyone?
16029,1,Nice
16030,0,"Wait, Drake was there?"
16031,0,Anyone on oct/*2021
16032,1,"I honestly don't get the hate behind this song, its fine.... 7.5/10."
16033,1,Remember when this song had more dislikes than likes??
16034,1,Wonderful song
16035,1,11years ago wow
16036,0,October 2021 anyone
16037,0,Now he is my favourite singer
16038,-1,Omg 12million dislikes
16039,1,I love he song
16040,0,2022
16041,0,Old song but my fv
16042,0,hahah 2021 eu com 24 anos vindo aqui recordar meu preconceito que tinha com essa msica. Ksksks
16043,0,2021 October
16044,0,October 2021... anyone??????
16045,1,This is good song
16046,-1,Contribuyendo con los dislikes las viejas costumbres no se pierden
16047,0,ENAK BGTTT
16048,0,Oct 2021 anyone
16049,1,"Who is listening this song in 2021, this amazing song"
16050,1,Nice song baby
16051,1,Cute Justin Bieber
16052,1,so good
16053,0,Baby baby baby baby ohh
16054,-1,no se porque pero la voz de este justin me pone la piel de gallina
16055,0,October 2021 anyone?
